Source,Nom,Secteur,Ville,Téléphone,Email,Note Google,Nb Avis,Points Forts,Problème,Accroche,Site web,Adresse,URL Maps,Gamme Prix,Services,Editorial,Citation Neg
France,The barber coiff’,Barbier,Nimes,07 53 07 36 76,,4.2,5,"accueil, professionnel, chaleureux",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"28 Av. du Général Leclerc, 30000 Nîmes, France",https://maps.google.com/?cid=2680104062016412204,,,,Pire coiffeur il ne c'est pas faire de dégrader il me fais une ligne tout droit même pas avec des étage et fais des travaux quand il nous coiffe n'allais pas je vous conseille fortement
France,Le blok 1.0,Barbier,Nimes,07 49 10 33 15,,4.6,47,"top, ecoute, conseil",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"1184 Av. Marechal Juin, 30900 Nîmes, France",https://maps.google.com/?cid=13858224654852198430,,PMR,,"Je me suis fait couper les cheveux et la barbe ce matin en rentrant chez moi, je me suis aperçu que le dégradé avait des traits qui ne devraient pas y être. La barbe a été sommairement coupé. Franchem"
France,Casanova,Barbier,Nimes,06 50 37 06 34,,4.6,21,"professionnel, accueil, propre",les clients ne peuvent pas voir vos realisations avant de vous choisir,"Un de vos clients sur Google signale que c'est les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Catastrophique, beau salon de l'extérieur, je pense avoir plus de compétence que la personne qui m'a taillé la barbe, c'est dire, "" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",NON,"10 Rue Vincent Faïta, 30000 Nîmes, France",https://maps.google.com/?cid=12195921447465387739,,,,"Catastrophique, beau salon de l'extérieur, je pense avoir plus de compétence que la personne qui m'a taillé la barbe, c'est dire, Un vrai massacre."
France,UNIVERS PLOMBERIE,Plombier,Nimes,06 62 91 20 82,,4.6,10,"professionnel, rapide, propre",les clients ne peuvent pas voir vos realisations avant de vous choisir,"Un de vos clients sur Google signale que c'est les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Ça a été fait comme du n’importe quoi et de plus ils ont fait des trous à plusieurs endroits qui n’ont pas rebouché pour que au fi"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",NON,"50 Rue de l'Abrivado, 30000 Nîmes, France",https://maps.google.com/?cid=14212044972203089513,,,,Ils sont venus faire des travaux chez nous pour la pose d’une VMC dans notre logement. Ça a été fait comme du n’importe quoi et de plus ils ont fait des trous à plusieurs endroits qui n’ont pas rebouc
France,Sam Elec,Electricien,Nimes,06 52 34 10 15,,4.5,17,"professionnel, qualite, efficace",difficile a joindre par telephone,"Un de vos clients sur Google signale que c'est difficile a joindre par telephone. Un d'eux a meme ecrit : ""Indisponibles par téléphone après une quinzaine d'appels et des dizaines de messages laissés sur répondeur et par sms"" C'est frustrant, surtout quand on a besoin d'un renseignement ou d'un devis urgent. La solution : un formulaire de contact en ligne disponible 24h/24.",NON,"31 rue de l'abrivadot, 30000 Nîmes, France",https://maps.google.com/?cid=11320818061114131575,,,,"Indisponibles par téléphone après une quinzaine d'appels et des dizaines de messages laissés sur répondeur et par sms
Travail inacceptable sur l'installation électrique de la maison et de la climatisa"
France,Le.m.design,Peintre,Nimes,07 66 20 30 35,,4.3,12,"rapide, propre, soigneux",vos nouveaux clients ont du mal a vous trouver,"Un de vos clients sur Google signale que c'est vos nouveaux clients ont du mal a vous trouver. Un d'eux a meme ecrit : ""N habite plus à l adresse indiquée"" C'est frustrant, meme quand ils cherchent exactement ce que vous proposez. La solution : un site optimise pour apparaitre sur Google quand on cherche votre activite.",NON,"29 Rue Jacques et Louis Heyral, 30000 Nîmes, France",https://maps.google.com/?cid=8129050639220563424,,,,N habite plus à l adresse indiquée. Entreprise radiée.
France,Catalan Père et Fils S.A.S.,Peintre,Nimes,06 23 89 68 29,,4.2,5,"propre, conseil",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"6 Rue de Londres, 30000 Nîmes, France",https://maps.google.com/?cid=5575667026248813073,,,,"Malheureusement mon expérience n’a pas été à la hauteur des autres avis… un travail bâclé, ce n’est pas à la hauteur d’un professionnel…"
France,CLIM ELEC CEL,Chauffagiste,Nimes,06 52 76 41 29,,4.4,19,"rapide, efficace, professionnel",difficile a joindre par telephone,"Un de vos clients sur Google signale que c'est difficile a joindre par telephone. Un d'eux a meme ecrit : ""Or M Campos ne répond pas au tel, et après plusieurs relances et 24h après un rendez-vous non honoré me dit, par SMS, d'aller vers"" C'est frustrant, surtout quand on a besoin d'un renseignement ou d'un devis urgent. La solution : un formulaire de contact en ligne disponible 24h/24.",NON,"539 Av. Jean Prouvé, 30900 Nîmes, France",https://maps.google.com/?cid=7117928762859929936,,,,"Installation de départ plutôt bien faite, hormis deux pompes de relevage ""d'un nouveau modèle"". 3 splits avec chacun leur groupe externe sur deux bâtiments, budget en conséquence. Les deux pompes inst"
France,AED Climatisation Plomberie,Chauffagiste,Nimes,07 60 10 31 32,,4.1,13,"conseil, rapide, professionnel",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"19 Rue d'Aquitaine, 30000 Nîmes, France",https://maps.google.com/?cid=16017326270287755041,,,,
France,SOS SERRURIER,Serrurier,Nimes,07 57 95 73 22,,4.2,5,,les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""(et je reste très poli) AUCUN TARIF Annoncé lors de l'appel malgré ma demande"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"40 Rue de la Pérouse, 30900 Nîmes, France",https://maps.google.com/?cid=5498366353154100430,,,,"Un bel arnaqueur ! (et je reste très poli) AUCUN TARIF Annoncé lors de l'appel malgré ma demande.
500€ pour éclater ma porte. peur de rien.
Limite menaçant. si j'insiste on se met dessus. Je pense que"
France,Bs Serrurerie Cordonnerie - Nimes,Serrurier,Nimes,06 14 65 62 50,,4.4,9,"qualite, excellent",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"21 Rue de la Patrie, 30900 Nîmes, France",https://maps.google.com/?cid=13039293467530115203,,,,"Travail peu soigné.
Porte abimée et quand je lui signale la réponse est ""c'est pas moi""."
France,Alves Maconnerie,Macon,Nimes,06 87 29 27 07,,4.5,10,"professionnel, conseil, rapide",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"Imp. des Tricontines, 30000 Nîmes, France",https://maps.google.com/?cid=3915025420481699533,,,,Spécialistes des bétons friables et qui gèlent. Aptitude exceptionnelle à couler des dalles par moins 5 ° avec tous les agrégats gelés produisant des résistances mécaniques étonnamment inférieures (4
France,Pras Alexandre Coach en remise en forme,Coach Sportif,Nimes,06 03 89 28 80,,4.5,11,"conseil, ecoute, accueil",impossible de reserver ou prendre rendez-vous en ligne,"Un de vos clients sur Google signale que c'est impossible de reserver ou prendre rendez-vous en ligne. Un d'eux a meme ecrit : ""Il m’a donné rendez-vous, mais"" C'est frustrant, surtout le soir ou le week-end quand vous etes ferme. La solution : un systeme de reservation en ligne qui fonctionne meme quand vous dormez.",NON,"285 Rue Gilles Roberval, 30900 Nîmes, France",https://maps.google.com/?cid=2955288846416310774,,,,"Si vous cherchez un coach sportif sérieux et compétent à Nîmes… évitez à tout prix Alexandre.

Je suis moi-même éducateur sportif diplômé et enregistré au registre national des éducateurs sportifs sou"
France,Carrosserie CHADLI AUTO,Garage,Nimes,06 12 20 39 47,,3.9,9,"rapide, professionnel, competent",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"44 Rue Octave Camplan, 30000 Nîmes, France",https://maps.google.com/?cid=6504697534450416235,,PMR,,Aucun sérieux ! Aucune paroles ! Aucun professionnalisme !
France,Un Amour de Fleur (Artisan),Fleuriste,Nimes,06 59 13 14 94,,4.6,60,"professionnel, qualite, accueil",difficile a joindre par telephone,"Un de vos clients sur Google signale que c'est difficile a joindre par telephone. Un d'eux a meme ecrit : ""Fait une commande  le 2 octobre à livrer  pour un anniversaire  le 4 octobre    sans nouvelle le 4 octobre je téléphone à la fleur"" C'est frustrant, surtout quand on a besoin d'un renseignement ou d'un devis urgent. La solution : un formulaire de contact en ligne disponible 24h/24.",NON,"199 Rte de Sauve, 30000 Nîmes, France",https://maps.google.com/?cid=5151449828223719970,,"livraison, PMR",,Fait une commande  le 2 octobre à livrer  pour un anniversaire  le 4 octobre    sans nouvelle le 4 octobre je téléphone à la fleuriste  qui  me dit que son livreur n'a pas   fait la livraison  et  ell
France,Contez Fleurette,Fleuriste,Nimes,06 60 15 42 23,,4.0,7,"qualite, professionnel, conseil",les clients ne peuvent pas voir vos realisations avant de vous choisir,"Un de vos clients sur Google signale que c'est les clients ne peuvent pas voir vos realisations avant de vous choisir. Un d'eux a meme ecrit : ""Déception  le contenant  n’était pas le même que sur la photo ça passe encore mais une"" C'est frustrant, ce qui vous fait perdre des clients face a des concurrents mieux visibles. La solution : une galerie photo de vos meilleurs travaux.",NON,"112 Rte d'Uzès, 30000 Nîmes, France",https://maps.google.com/?cid=15068893689644242673,,livraison,,Bonjour  j’ai passé une commande chez 123  fleurs Manduel lle 1er mai j’ai été livrée par country fleurette  Nîmes. Déception  le contenant  n’était pas le même que sur la photo ça passe encore mais u | Bouquet de fêtes des mamans commandé sur florajet et livré par cette fleuriste avec des fleurs fanées qui n ont tenu que 2 heures après la livraison. Fleuriste irrespectueuse en raccrochant au nez des
France,Epicerie 24 marguerittes poulx,Epicerie,Nimes,06 22 95 64 11,,4.1,24,"qualite, maison, rapide",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"145 Rte de Courbessac, 30000 Nîmes, France",https://maps.google.com/?cid=69629960938314872,,"a emporter, sur place",,"Honteux
Dégueulasse
A bannir
1 étoile serait trop
1h après la prise de commande on nous appelle pour nous dire que le produit n'est plus disponible alors qu'on nous annonçait 40 minutes de délais
Aprè"
France,Epicerie Drive,Epicerie,Nimes,07 45 39 40 97,,4.6,8,"accueil, rapide, propre",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"33 Rue Vincent Faïta, 30000 Nîmes, France",https://maps.google.com/?cid=17279537729283035055,,livraison,,
France,Epicerie Market,Epicerie,Nimes,06 52 44 77 72,,4.6,50,accueil,peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"52 Rte de Beaucaire, 30000 Nîmes, France",https://maps.google.com/?cid=2236378423238794504,,livraison,,
France,Épicerie Alimentation Délice,Epicerie,Nimes,07 53 69 06 86,,4.3,11,"accueil, qualite, chaleureux",peu d'avis Google,"Vous n'avez que 5 avis sur Google. Vos concurrents en ont souvent 10x plus. Sans site web, vous etes invisible pour les gens qui cherchent votre activite.",NON,"3 Rue Briçonnet, 30000 Nîmes, France",https://maps.google.com/?cid=4531927572298643476,,"livraison, a emporter, sur place, click&collect",,"Colis toujours pas parti après plus de 10jours déposé chez eux. Un scandale.
Un courrier a été fait au patron de Chronopost afin d’expliquer la situation sur ce « point relay ». Je ne recommande pas d"
France,Kouika Kebab,Kebab,Le Mans,06 09 06 30 94,,4.2,68,"gentil, accueil, rapide",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Pour le prix on ne peut pas demander plus ,c'est pas cher mais bon un peu de gentillesse ne tue personne"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"375 Av. Félix Geneslay, 72000 Le Mans, France",https://maps.google.com/?cid=5796378145242087680,,"a emporter, sur place, dejeuner, diner",,"Il a deux ans j'aurais dit que c'était un très bon kebab .mais je ne suis pas revenu longtemps,la je reviens. Pas un bonjour de la dame. Seul le messieurs nous dit bonjour. La dame très peu aimable ."
France,Cœur de madeleines,Boulangerie,Le Mans,06 88 54 50 02,,4.6,44,"accueil, sympathique, qualite",les clients ne trouvent pas vos tarifs avant de vous contacter,"Un de vos clients sur Google signale que c'est les clients ne trouvent pas vos tarifs avant de vous contacter. Un d'eux a meme ecrit : ""Le prix est également un peu élevé"" C'est frustrant, ce qui fait fuir ceux qui veulent juste une idee du budget. La solution : une page tarifs claire qui pre-qualifie vos clients.",NON,"14 Rue de l'Étoile, 72100 Le Mans, France",https://maps.google.com/?cid=8067122882104207552,,,,"Très bonnes madeleines, j’ai goûté celles au citron et à la frangipane.
En revanche, je les ai trouvées un peu trop cuites et il manquait la petite bosse typique de la madeleine, ce qui est dommage.
L"
